message_id	ttr	speaker	lang	ltype	topic	topicstarter	topicstarter_lang	topicstarter_ltype
post12157128	0.79	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post12157058	EugenioOramas	Spanish (Mexican); English (USA)	L1
post17125209	0.71	Señor K	Español chileno	L1	post17125165	celo32	Spanish-Spain	L1
post17114028	0.7	Rasp	Castellano de España	L1	post17113981	The Virgin	Arabic	L2
post17114051	0.73	Rasp	Castellano de España	L1	post17113992	The Virgin	Arabic	L2
post17108145	0.79	Jonno	Castellano	L1	post17107386	Xiscomx	Español de España y Balear	L1
post8367324	0.74	ToñoTorreón	Español de México	L1	post8367247	Janis Joplin	Español mexicano.	L1
post16957754	0.71	Orbayu	Español-España	L1	post16957723	PabloVD	Coreano	L2
post8832882	0.8	Fer BA	Castellano de Buenos Aires	L1	post8832765	solysombra	Argentina (Castellano)	L1
post17107664	0.75	lpezbrea	español	L1	post17100112	aesir	Russian	L2
post17102224	0.68	Miguel On Ojj	Castellano	L1	post17102026	Gogo91	castillian-Spain	L1
post17104340	0.64	Miguel On Ojj	Castellano	L1	post17104283	irakli.jakhua	Georgian	L2
post17096799	0.58	Saúl Ortega	Español	L1	post17096788	Nigar555	azerbaiyano	L2
post17097941	0.73	Namarne	Spanish	L1	post17097874	irakli.jakhua	Georgian	L2
post9554442	0.79	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post9554430	Señor K	Español chileno	L1
post17091614	0.56	Duometri	Spain, Spanish	L1	post17091334	Ergosum	korean, Spanish, English	L1
post17088612	0.61	Rocio70	Español	L1	post17087347	lidiashuo	Chinese	L2
post17084866	0.54	MiguelitOOO	Español - México	L1	post17084846	gunnros	Greek	L2
post7501902	0.8	JorgeCano	Spanish - Andalucía	L1	post7501317	Emys	Czech	L2
post6554000	0.72	clares3	español España	L1	post6553938	paititi	spanish	L1
post17076773	0.72	mauroz77	Español Colombia	L1	post17071150	dudana	serbio	L2
post17076218	0.22	Saúl Ortega	Español	L1	post17076203	Marisol linda	korean	L2
post15419698	0.75	cacarulo	Buenos Aires, Argentina * Español	L1	post15419643	María Luisa Calleja	Español de España	L1
post17075156	0.82	Ayutuxtepeque	Español salvadoreño	L1	post17074939	User With No Name	English - U.S. (Texas)	L2
post17131186	0.65	soplamocos	Español rioplatense	L1	post17130903	celo32	Spanish-Spain	L1
post17064723	0.64	Aviador	Castellano de Chile	L1	post17064586	tatis	Spanish, México	L1
post17067466	0.72	Jonno	Castellano	L1	post17067448	Sol Yun	Korean	L2
post17129568	0.71	Agró	Spanish-Navarre	L1	post17129564	celo32	Spanish-Spain	L1
post17066196	0.82	EduardoGonzalez	español de España, La Mancha (C. Real)	L1	post17066025	aesir	Russian	L2
post17125217	0.72	Señor K	Español chileno	L1	post17125153	celo32	Spanish-Spain	L1
post17013428	0.61	Bark	Español de España	L1	post17013363	LoneCavalier	Polish-Poland	L2
post17061397	0.63	Gorgiewave	Scotland, English	L2	post17061299	celo32	Spanish-Spain	L1
post17054244	0.76	cacarulo	Buenos Aires, Argentina * Español	L1	post17053825	Hiro Sasaki	Japan, Japanese	L2
post17117485	0.62	Miguel On Ojj	Castellano	L1	post17116840	aesir	Russian	L2
post17051773	0.62	Orbayu	Español-España	L1	post17051680	Marco PCA	Spanish - Mexico	L1
post17053978	0.68	S.V.	Español, México	L1	post17053832	sevillista	Spain/Spanish	L1
post17052253	0.63	jsvillar	Spanish - Spain	L1	post17052077	aesir	Russian	L2
post17050146	0.64	Doraemon-	"Spanish - Spain" "Catalan - Valencia"	L1	post17050086	dzpqkl	汉语	L2
post17046381	0.54	EduardoGonzalez	español de España, La Mancha (C. Real)	L1	post17045318	dudana	serbio	L2
post17045199	0.71	EduardoGonzalez	español de España, La Mancha (C. Real)	L1	post17044974	JuanSamaranch	Chinese - China	L2
post17042899	0.7	EduardoGonzalez	español de España, La Mancha (C. Real)	L1	post17042786	Ornitorrinco	Costa Rica, Español	L1
post17039013	0.69	Vigía	Español - España	L1	post17038998	JuanSamaranch	Chinese - China	L2
post17041160	0.81	Miguel On Ojj	Castellano	L1	post17041134	Josluar79	Español	L1
post17039729	0.71	Recoleto mendicante	Español (España y Chile)	L1	post17039612	theriel	Europe	L2
post17096178	0.66	Duometri	Spain, Spanish	L1	post17096145	aesir	Russian	L2
post17034970	0.68	Aviador	Castellano de Chile	L1	post17034892	LoneCavalier	Polish-Poland	L2
post9698694	0.66	katerina0	GREECE, GREEK	L2	post9098743	Agró	Spanish-Navarre	L1
post13652266	0.75	DOBRA	Español castellano	L1	post13652236	mel 2013	estonio	L2
post17029322	0.61	MiguelitOOO	Español - México	L1	post17029174	dani708	turkish	L2
post17022965	0.65	Aviador	Castellano de Chile	L1	post17022890	manumail	Español	L1
post17080192	0.63	Duometri	Spain, Spanish	L1	post17078325	aesir	Russian	L2
post17018541	0.75	Ayutuxtepeque	Español salvadoreño	L1	post17018435	Mr.Dent	English American	L2
post17017526	0.65	EduardoGonzalez	español de España, La Mancha (C. Real)	L1	post17017505	eno2	Dutch-Flemish	L2
post17015421	0.75	xicranda	català, español	L1	post17015259	Rafael Posadas	Español	L1
post17008357	0.65	EduardoGonzalez	español de España, La Mancha (C. Real)	L1	post17008243	The Virgin	Arabic	L2
post17069988	0.67	Duometri	Spain, Spanish	L1	post17069652	aesir	Russian	L2
post8235057	0.74	Miguelillo 87	México español	L1	post8232389	Calambur	Castellano (rioplatense) - Lunfardo	L1
post17008498	0.72	JeSuisSnob	Mexican Spanish	L1	post17008404	The Virgin	Arabic	L2
post6434867	0.53	pilukona	español	L1	post6434744	Bryan05	Español peruano ribereño	L1
post10795195	0.79	ispyonu	Canadian English, Español Colombiano	L1	post10676412	Istriano	Croatian	L2
post6520471	0.77	Adolfo Afogutu	Español	L1	post6520344	clares3	español España	L1
post17005321	0.69	Orbayu	Español-España	L1	post17005100	aesir	Russian	L2
post17004079	0.73	anahiseri	Spanish (Spain) and German (Germany)	L1	post17003952	ILDK	czech	L2
post17063502	0.65	Orbayu	Español-España	L1	post17063458	aesir	Russian	L2
post17053525	0.68	EduardoGonzalez	español de España, La Mancha (C. Real)	L1	post17053169	aesir	Russian	L2
post17001867	0.42	cacarulo	Buenos Aires, Argentina * Español	L1	post17001837	aesir	Russian	L2
post16992792	0.6	Drop90	Español - Venezuela	L1	post16992292	aesir	Russian	L2
post16980287	0.69	MiguelitOOO	Español - México	L1	post16980072	Ergosum	korean, Spanish, English	L1
post16990335	0.73	Jonno	Castellano	L1	post16989953	eno2	Dutch-Flemish	L2
post16986847	0.68	Rasp	Castellano de España	L1	post16986567	Elisatas	Greek	L2
post16990337	0.56	Saúl Ortega	Español	L1	post16989883	aesir	Russian	L2
post16985106	0.8	Sendro Páez	Spanish - España	L1	post16984991	Señor K	Español chileno	L1
post16987346	0.65	Sendro Páez	Spanish - España	L1	post16987286	Bohus	Eslovaco	L2
post17046087	0.65	kunvla	Ruso	L2	post17046055	aesir	Russian	L2
post17046295	0.62	EduardoGonzalez	español de España, La Mancha (C. Real)	L1	post17046152	aesir	Russian	L2
post17039328	0.79	MiguelitOOO	Español - México	L1	post17039297	aesir	Russian	L2
post17041883	0.61	MiguelitOOO	Español - México	L1	post17041631	aesir	Russian	L2
post16979777	0.62	GabeVM	Español - Chile	L1	post16979750	aesir	Russian	L2
post16976292	0.71	Jonno	Castellano	L1	post16975903	Vaterach	Español - México	L1
post16975431	0.76	Rasp	Castellano de España	L1	post16974797	dzpqkl	汉语	L2
post14234204	0.75	XiaoRoel	galego, español	L1	post14234065	Ludaico	España, español, murciano	L1
post16976342	0.69	Rasp	Castellano de España	L1	post16975955	OtroLencho	English - Western US	L2
post16959104	0.46	Xiscomx	Español de España y Balear	L1	post16959031	JuanSamaranch	Chinese - China	L2
post16968562	0.68	Miguel On Ojj	Castellano	L1	post16968150	Señor K	Español chileno	L1
post16968257	0.7	Rasp	Castellano de España	L1	post16968082	vidaverde	English (USA)	L2
post17027469	0.63	MiguelitOOO	Español - México	L1	post17026669	aesir	Russian	L2
post16963787	0.68	Señor K	Español chileno	L1	post16963697	PabloVD	Coreano	L2
post16961992	0.67	kunvla	Ruso	L2	post16961964	amoelreyleon	Alemán - Austria	L2
post16962148	0.72	soplamocos	Español rioplatense	L1	post16961863	PorFavorDama	Turkish	L2
post16960629	0.69	Saúl Ortega	Español	L1	post16960605	xpell	Spanish - Spain	L1
post16958165	0.71	Duometri	Spain, Spanish	L1	post16958052	Nigar555	azerbaiyano	L2
post6205758	0.67	Anitis	Español, España	L1	post3504474	ToñoTorreón	Español de México	L1
post16954206	0.73	Señor K	Español chileno	L1	post16954176	PabloVD	Coreano	L2
post16949050	0.71	jorgema	Peruvian Spanish	L1	post16948996	acedo	Galego, Castellano.	L1
post16950947	0.74	cacarulo	Buenos Aires, Argentina * Español	L1	post16950014	Ivonne L.	Italiano Italia (de madre argentina)	L2
post16952955	0.62	Rasp	Castellano de España	L1	post16952844	GabeVM	Español - Chile	L1
post16953479	0.53	Miguel On Ojj	Castellano	L1	post16953454	Kaori194	ruso	L2
post16952605	0.63	MiguelitOOO	Español - México	L1	post16952575	astrolsky	colombian spanish	L1
post10873100	0.72	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post10873071	pepito grillo el amo	Spanish-Spain	L1
post16951395	0.78	Miguel On Ojj	Castellano	L1	post16951331	Gualtier	Spanish-Spain	L1
post16949221	0.71	MiguelitOOO	Español - México	L1	post16949194	rocstar	México - Español-	L1
post16950439	0.72	Amapolas	Castellano rioplatense	L1	post16950400	Lily2017	Español	L1
post11646709	0.73	Peterdg	Dutch - Belgium	L2	post11646618	edw	Dominican Spanish	L1
post16947711	0.57	Xiscomx	Español de España y Balear	L1	post16947640	Wiaden	Español	L1
post1497659	0.72	aleCcowaN	Castellano - Argentina	L1	post1497401	pejeman	Español	L1
post14879375	0.69	Jaime Bien	Español/España	L1	post14879188	Gamen	Spanish Argentina	L1
post16944057	0.68	Rodal	Castellano (Chile)	L1	post16944011	delaqueva	Spanish - México	L1
post16933352	0.82	Jonno	Castellano	L1	post16933308	aesir	Russian	L2
post16936087	0.69	Zhayhar	Español y/i Українська	L1	post16936058	epistolario	Tagalog	L2
post16930798	0.79	Señor K	Español chileno	L1	post16930761	aesir	Russian	L2
post16930284	0.7	Miguel On Ojj	Castellano	L1	post16929156	knabe3	Español- México	L1
post12899946	0.64	Thebittersweetaraa	Castellano, Argentina	L1	post12899858	Nina13	Castellano	L1
post16926019	0.66	Saúl Ortega	Español	L1	post16926001	epistolario	Tagalog	L2
post16925008	0.82	isladelobos	Spanish-Español	L1	post16924493	Broca	Italiano	L2
post16924646	0.58	Orbayu	Español-España	L1	post16924424	aesir	Russian	L2
post16921121	0.66	Rasp	Castellano de España	L1	post16921066	aesir	Russian	L2
post16921077	0.76	Rasp	Castellano de España	L1	post16920941	Maria Gilina	Búlgaro	L2
post3588368	0.71	Kibramoa	Spanish - MX	L1	post3587923	pejeman	Español	L1
post16921132	0.73	Rasp	Castellano de España	L1	post16921114	suleyman	turkish	L2
post16920765	0.64	Rasp	Castellano de España	L1	post16920692	UnaVidaReal	English - USA	L2
post16920172	0.64	Xiscomx	Español de España y Balear	L1	post16920044	epistolario	Tagalog	L2
post16912182	0.66	Miguel On Ojj	Castellano	L1	post16912143	Dide	Italian - Italy	L2
post16915473	0.69	Saúl Ortega	Español	L1	post16915440	itgetsbetter	Italian	L2
post16914364	0.63	Doraemon-	"Spanish - Spain" "Catalan - Valencia"	L1	post16912862	Ricardo_Obed	Español mexicano	L1
post11446225	0.77	hapax	España, español	L1	post11445413	Molderish	Mexican Spanish	L1
post2993514	0.7	Bocha	castellano	L1	post2993376	mirx	Español	L1
post16898251	0.66	Rasp	Castellano de España	L1	post16898237	epistolario	Tagalog	L2
post16902892	0.68	Quique Alfaro	castellano	L1	post16902870	epistolario	Tagalog	L2
post16880515	0.7	Rodal	Castellano (Chile)	L1	post16880316	Señor K	Español chileno	L1
post16892896	0.62	Namarne	Spanish	L1	post16892873	fpjacob	Spanish-Spain	L1
post15703651	0.63	Jonno	Castellano	L1	post15703481	RamonRojo	italiano	L2
post16891193	0.78	Namarne	Spanish	L1	post16891130	laub	Argentina castellano	L1
post16857361	0.66	Aviador	Castellano de Chile	L1	post16857348	pordiosero	Árabe-Dariya	L2
post16888996	0.68	jsvillar	Spanish - Spain	L1	post16888843	epistolario	Tagalog	L2
post16781228	0.64	Duometri	Spain, Spanish	L1	post16781106	Nonac	Italian - Italy	L2
post16882647	0.75	Alfonso Chíncaro	Español (Perú)	L1	post16882063	suleyman	turkish	L2
post16882636	0.73	S.V.	Español, México	L1	post16882188	Pistolero	Russian - Russia	L2
post16878899	0.63	Saúl Ortega	Español	L1	post16878877	Benita333	Chinese	L2
post16880323	0.7	Namarne	Spanish	L1	post16880305	Machasqa	Nederlands - Vlaams	L2
post16878909	0.59	Saúl Ortega	Español	L1	post16878869	Benita333	Chinese	L2
post16878646	0.72	S.V.	Español, México	L1	post16877890	jpaulopf	Português - Brasil	L2
post16877329	0.74	S.V.	Español, México	L1	post16877264	Masoud adkins	Iran-persian	L2
post16857738	0.72	lavecilla	Español	L1	post16857379	bacchebenevenies	Español (Argentina)	L1
post16861864	0.75	Theternitend	Spanish - Catalan	L1	post16861696	lidiashuo	Chinese	L2
post16864509	0.7	Ayutuxtepeque	Español salvadoreño	L1	post16864460	soleil-sol	english-american	L2
post6613699	0.76	Aserolf	Español - México	L1	post6613677	ManPaisa	AmE (New England) / español (Colombia)	L1
post16861219	0.7	soplamocos	Español rioplatense	L1	post16861139	lovegonta	Japanese	L2
post16856879	0.61	Aviador	Castellano de Chile	L1	post16856745	Dr. Benway	Spain. Spanish.	L1
post14730297	0.82	mahevi	Spanish, Colombia	L1	post14715765	Sembrador	Español	L1
post16856377	0.65	Saúl Ortega	Español	L1	post16856348	aesir	Russian	L2
post16856847	0.69	lavecilla	Español	L1	post16855914	Benita333	Chinese	L2
post16856091	0.65	Namarne	Spanish	L1	post16855931	Benita333	Chinese	L2
post16568750	0.66	maurice chevalier	Spanish - Spain and Argentina	L1	post16568692	wassupyo	Spanish - Spain	L1
post16850812	0.72	jsvillar	Spanish - Spain	L1	post16850597	barcelona2007	Greek	L2
post16847149	0.69	Ayutuxtepeque	Español salvadoreño	L1	post16847123	Paquita	français/France	L2
post16828723	0.69	anahiseri	Spanish (Spain) and German (Germany)	L1	post16828671	chamyto	Spanish	L1
post16825701	0.46	Agró	Spanish-Navarre	L1	post16825672	lovegonta	Japanese	L2
post16834398	0.6	Jay Lang	Spanish (from Spain)	L1	post16834380	aesir	Russian	L2
post16795453	0.7	Miguel On Ojj	Castellano	L1	post16795397	yanivps	Greek	L2
post11955956	0.69	Darojas	Castellano - Colombia	L1	post11955871	robertopolaco	polaco	L2
post16826219	0.63	Señor K	Español chileno	L1	post16826162	Benita333	Chinese	L2
post16817566	0.73	Duometri	Spain, Spanish	L1	post16817510	Lulu978	italiano	L2
post16820030	0.69	Aviador	Castellano de Chile	L1	post16820018	Seabird	Spanish / Mexico	L1
post16809133	0.73	Kaxgufen	Castellano de Argentina	L1	post16809093	epistolario	Tagalog	L2
post16816683	0.74	Jonno	Castellano	L1	post16816654	Benita333	Chinese	L2
post7359528	0.73	jorge_val_ribera	Español	L1	post7357999	krloszz	Mexican Spanish-Centro del Pais	L1
post16812367	0.59	Miguel On Ojj	Castellano	L1	post16812205	Loneroh	Español - Argentina	L1
post16808306	0.68	jilar	Español	L1	post16808253	S.V.	Español, México	L1
post16811097	0.72	Miguel On Ojj	Castellano	L1	post16811080	aesir	Russian	L2
post16809986	0.68	Saúl Ortega	Español	L1	post16809763	manua789	Serbo-Croatian - Croatia	L2
post16796582	0.64	Rodal	Castellano (Chile)	L1	post16796499	kornilios	greek	L2
post16792966	0.6	jsvillar	Spanish - Spain	L1	post16792830	kvasir	Portuguese	L2
post536703	0.63	claro	English	L2	post536619	belano75	Spanish - Spain	L1
post16175348	0.57	Sogardres	Spanish-Spain	L1	post16175322	Gazda	Hungarian	L2
post16785951	0.7	HuskBlom	Spanish - Spain (EU)	L1	post16783876	Sarah Ibrahim	Arabic	L2
post16778577	0.68	Doraemon-	"Spanish - Spain" "Catalan - Valencia"	L1	post16778547	Josemile	Español - Perú	L1
post16773803	0.7	Quiviscumque	Spanish-Spain	L1	post16773707	kunvla	Ruso	L2
post16777446	0.68	AlexLahorte	Español - Chile	L1	post16777363	pelus	Castellano (Argentina)	L1
post16764847	0.64	Aviador	Castellano de Chile	L1	post16764537	Ergosum	korean, Spanish, English	L1
post16763417	0.64	Orbayu	Español-España	L1	post16763385	kvasir	Portuguese	L2
post16755033	0.58	Jonno	Castellano	L1	post16754930	pordiosero	Árabe-Dariya	L2
post16675244	0.73	soplamocos	Español rioplatense	L1	post16675040	kvasir	Portuguese	L2
post16749302	0.84	jilar	Español	L1	post16748956	Rasmus1504	Danés	L2
post16736550	0.55	LACQUA 09	Spanish - Argentina/Uruguay	L1	post16736533	LitaSt	italiano	L2
post16736318	0.78	LACQUA 09	Spanish - Argentina/Uruguay	L1	post16736226	francisgranada	Hungarian	L2
post16747073	0.74	Doraemon-	"Spanish - Spain" "Catalan - Valencia"	L1	post16746933	kvasir	Portuguese	L2
post16747047	0.76	Doraemon-	"Spanish - Spain" "Catalan - Valencia"	L1	post16746923	kvasir	Portuguese	L2
post16743685	0.72	serenelmundo	Spanish Argentina	L1	post16743567	LitaSt	italiano	L2
post16738549	0.72	Kaxgufen	Castellano de Argentina	L1	post16738436	The Virgin	Arabic	L2
post16736194	0.71	LACQUA 09	Spanish - Argentina/Uruguay	L1	post16735982	Roger.Daltrey	italiano-Sardegna	L2
post16731036	0.6	Señor K	Español chileno	L1	post16731021	Jana 82	Slovak- Slovakia	L2
post16733398	0.73	soplamocos	Español rioplatense	L1	post16733300	Señor K	Español chileno	L1
post16717546	0.76	MiguelitOOO	Español - México	L1	post16714598	totor	Castellano rioplatense	L1
post16721670	0.76	nelliot53	Spanish-[PR]; English-[US]	L1	post16721383	Ro8erto	Spanish	L1
post16724383	0.63	Orbayu	Español-España	L1	post16724322	senorpregunta	Persian	L2
post16716664	0.59	Aviador	Castellano de Chile	L1	post16716499	monkeydong	Chinese - China	L2
post16708478	0.51	Orbayu	Español-España	L1	post16708427	Tania Patricia	Español	L1
post16701793	0.69	Orbayu	Español-España	L1	post16701595	The Virgin	Arabic	L2
post16698483	0.71	Aviador	Castellano de Chile	L1	post16698178	Vanessa Dor	Español-España	L1
post16698420	0.76	Jonno	Castellano	L1	post16698390	mysunrise	Greek	L2
post16696604	0.6	Rodal	Castellano (Chile)	L1	post16696495	Programático	Español -Argentina-	L1
post16687665	0.71	MiguelitOOO	Español - México	L1	post16687022	The Virgin	Arabic	L2
post16684854	0.68	nhertzulis	Castellano - Argentina	L1	post16684522	senorpregunta	Persian	L2
post16681525	0.73	Miguel On Ojj	Castellano	L1	post16681483	kvasir	Portuguese	L2
post16680674	0.73	MiguelitOOO	Español - México	L1	post16680425	suleyman	turkish	L2
post16679883	0.74	Señor K	Español chileno	L1	post16679867	barcelona2007	Greek	L2
post16679939	0.56	soplamocos	Español rioplatense	L1	post16679633	gunnros	Greek	L2
post16679803	0.59	Orbayu	Español-España	L1	post16679666	giorgina_ft	italiano - italia	L2
post16676026	0.59	soplamocos	Español rioplatense	L1	post16675888	jpaulopf	Português - Brasil	L2
post16676830	0.71	Jonno	Castellano	L1	post16676751	Virna Elorza	español de España	L1
post16673884	0.68	Miguel On Ojj	Castellano	L1	post16673800	NatashaP	Spanish - Spain	L1
post16675156	0.7	soplamocos	Español rioplatense	L1	post16675049	Lucas Medina	Spanish	L1
post16737782	0.76	Señor K	Español chileno	L1	post16737743	The Virgin	Arabic	L2
post16675052	0.62	Señor K	Español chileno	L1	post16675047	kvasir	Portuguese	L2
post16672338	0.69	MiguelitOOO	Español - México	L1	post16672187	suleyman	turkish	L2
post16672306	0.72	MiguelitOOO	Español - México	L1	post16671785	Sarah Ibrahim	Arabic	L2
post16663406	0.59	jsvillar	Spanish - Spain	L1	post16663344	Jins Park	Korean	L2
post16671609	0.75	soplamocos	Español rioplatense	L1	post16671508	colusa	Spanish-Colombia	L1
