message_id	ttr	speaker	lang	ltype
post16286432	0.71	Logospreference-1	français	L1
post16290270	0.72	Gemmenita	Azéri	L2
post16292003	0.62	Logospreference-1	français	L1
post16291212	0.73	chinoisautodidacte	chinois	L2
post16291346	0.82	iuytr	french	L1
post16290082	0.38	Sept2.0	Russe	L2
post16289580	0.73	Chimel	Français	L1
post16289583	0.62	pcsino	Italian	L2
post16289276	0.76	tilt	French French	L1
post16285120	0.79	Nicomon	Français, Québec ♀	L1
post16285214	0.8	AYW	Mandarin	L2
post16286901	0.71	OLN	French - France,  ♀	L1
post16284568	0.73	J.F. de TROYES	francais-France	L1
post16285434	0.69	Maître Capello	French – Switzerland	L1
post16287007	0.64	OLN	French - France,  ♀	L1
post16285126	0.6	kategogogo	Japanese Mandrain bilingual	L2
post16286352	0.81	marcello prevosto	italien	L2
post16285668	0.79	busanaise	Korean - Korea	L2
post14544606	0.73	Stephanagreg	FRANCE FRENCH	L1
post14545299	0.77	Stephanagreg	FRANCE FRENCH	L1
post16283236	0.77	simenon	italien	L2
post16275622	0.72	Logospreference-1	français	L1
post16282376	0.66	samiraa	arabe- Algérie	L2
post10514500	0.71	hirondelled'hiver	france	L1
post12390858	0.73	Fred_C	Français	L1
post14964156	0.59	Logospreference-1	français	L1
post16278418	0.65	nicduf	français	L1
post16279225	0.67	Logospreference-1	français	L1
post16278249	0.73	iuytr	french	L1
post16278005	0.81	OLN	French - France,  ♀	L1
post15980177	0.73	Maître Capello	French – Switzerland	L1
post16275850	0.7	Lly4n4	Français (France)	L1
post16274940	0.75	Nicomon	Français, Québec ♀	L1
post16260350	0.78	Anikam	français - France	L1
post16274474	0.81	Anikam	français - France	L1
post16274676	0.7	Logospreference-1	français	L1
post16266466	0.78	simenon	italien	L2
post16267576	0.79	nicduf	français	L1
post16267877	0.74	simenon	italien	L2
post16267979	0.79	Logospreference-1	français	L1
post16272182	0.79	nicduf	français	L1
post16272190	0.65	simenon	italien	L2
post6700480	0.67	janpol	France - français	L1
post6700565	0.79	Chimel	Français	L1
post6700788	0.64	janpol	France - français	L1
post6811900	0.64	Gwynplaine	French	L1
post10980499	0.62	Maître Capello	French – Switzerland	L1
post14791328	0.57	Maître Capello	French – Switzerland	L1
post15989324	0.67	manuhard	French - France	L1
post15989386	0.72	Logospreference-1	français	L1
post16273697	0.57	Maître Capello	French – Switzerland	L1
post16271555	0.81	Michelvar	French from France	L1
post16270578	0.76	Lly4n4	Français (France)	L1
post16250291	0.71	Logospreference-1	français	L1
post16269655	0.75	posterman	Turkish	L2
post16268619	0.59	iuytr	french	L1
post16269579	0.75	Logospreference-1	français	L1
post16267087	0.76	Logospreference-1	français	L1
post16243451	0.77	Logospreference-1	français	L1
post16243814	0.64	janpol	France - français	L1
post16259020	0.79	Pajapatak	serbe / Serbian	L2
post16265848	0.83	Logospreference-1	français	L1
post16257381	0.78	gingischan	Hebrew	L2
post13130239	0.64	Maître Capello	French – Switzerland	L1
post13871885	0.67	Maître Capello	French – Switzerland	L1
post13872158	0.64	Logospreference-1	français	L1
post16258805	0.75	olympiades	Français	L1
post16259921	0.68	Logospreference-1	français	L1
post16259953	0.55	Logospreference-1	français	L1
post16260151	0.78	busanaise	Korean - Korea	L2
post16255370	0.75	Logospreference-1	français	L1
post16258224	0.7	Gemmenita	Azéri	L2
post16249639	0.62	KennyHun	Hungarian	L2
post12865211	0.73	petitm	japanese	L2
post12865236	0.75	snarkhunter	French - France	L1
post16253395	0.73	Logospreference-1	français	L1
post16253496	0.8	mehoul	french	L1
post16251870	0.75	Logospreference-1	français	L1
post16252431	0.81	samiraa	arabe- Algérie	L2
post10651783	0.73	IlEnAppert	Allemand	L2
post10651870	0.7	IlEnAppert	Allemand	L2
post16250574	0.73	Pajapatak	serbe / Serbian	L2
post16250622	0.63	gingischan	Hebrew	L2
post16241515	0.71	SergueiL	Français	L1
post16246755	0.73	Nawaq	français (France)	L1
post16248469	0.65	SergueiL	Français	L1
post11953570	0.67	smallseb	Français - France	L1
post14981339	0.68	Roméo31	français - France	L1
post16247550	0.74	laurec	français - France	L1
post16247953	0.81	Logospreference-1	français	L1
post9772840	0.73	proyoyo	French - Cantonese	L1
post9786563	0.84	CapnPrep	AmE	L2
post9787116	0.79	CapnPrep	AmE	L2
post9793887	0.71	Maître Capello	French – Switzerland	L1
post11700411	0.68	Crimson-Sky	Arabic-العربية	L2
post16246747	0.78	Logospreference-1	français	L1
post16243799	0.76	kashmirlayla	english	L2
post16243901	0.78	samiraa	arabe- Algérie	L2
post16243965	0.71	SergueiL	Français	L1
post16244113	0.78	kashmirlayla	english	L2
post8670922	0.72	itka	français	L1
post15557627	0.75	Roméo31	français - France	L1
post15559390	0.81	tilt	French French	L1
post15559392	0.74	Maître Capello	French – Switzerland	L1
post15559530	0.74	Roméo31	français - France	L1
post15559644	0.7	Logospreference-1	français	L1
post16239485	0.82	danielc	French-Canada	L1
post16242376	0.79	Nicomon	Français, Québec ♀	L1
post16242756	0.81	Oddmania	French	L1
post16242033	0.79	Maître Capello	French – Switzerland	L1
post16238583	0.75	Pajapatak	serbe / Serbian	L2
post16238884	0.63	Logospreference-1	français	L1
post4233247	0.78	Piotr Ivanovitch	France	L1
post4233612	0.84	Maître Capello	French – Switzerland	L1
post4234964	0.8	Piotr Ivanovitch	France	L1
post4235365	0.82	Ploupinet	Français/France	L1
post4236058	0.82	Maître Capello	French – Switzerland	L1
post4236296	0.78	Piotr Ivanovitch	France	L1
post4237468	0.79	Maurice92	France french	L1
post4240096	0.79	agliagli	French	L1
post10710489	0.72	Kotuku33	French & English, Alberta, Canada	L1
post15918449	0.74	ZinnkoepfleUmastaiwer	French France & Switzerland	L1
post15919579	0.8	Maître Capello	French – Switzerland	L1
post15920521	0.83	Nicomon	Français, Québec ♀	L1
post1285346	0.76	rericri	Italian, Italy	L2
post1285492	0.65	CARNESECCHI	French / France	L1
post3946670	0.78	vittel	french, France	L1
post9174679	0.83	Agnès. H	France French	L1
post12095234	0.79	lin0u	French	L1
post12096353	0.79	Chimel	Français	L1
post13042077	0.57	zaki.fr	Arabe - Maroc	L2
post13042294	0.76	aeb31	French	L1
post13422459	0.63	Yendred	Français - France	L1
post13425424	0.72	l'ane martin	English - UK	L2
post13425591	0.79	Nanon	français (France)	L1
post15100755	0.79	volo	français	L1
post15102926	0.75	Logospreference-1	français	L1
post15117044	0.79	Logospreference-1	français	L1
post16238539	0.83	Nanon	français (France)	L1
post16231995	0.7	Logospreference-1	français	L1
post16235569	0.73	Logospreference-1	français	L1
post16205453	0.78	simenon	italien	L2
post16227868	0.84	chinoisautodidacte	chinois	L2
post16233186	0.59	chinoisautodidacte	chinois	L2
post16234764	0.75	hottiefoshottie	English	L2
post16235496	0.81	SergueiL	Français	L1
post16229053	0.68	simenon	italien	L2
post16229779	0.76	Logospreference-1	français	L1
post16229816	0.68	nicduf	français	L1
post16229982	0.75	simenon	italien	L2
post16231205	0.72	nicduf	français	L1
post16227857	0.84	chinoisautodidacte	chinois	L2
post16229070	0.71	Logospreference-1	français	L1
post16228630	0.79	Necsus	Italian (Italy)	L2
post16227337	0.8	simenon	italien	L2
post16227300	0.83	yerberi	Turkish	L2
post16227892	0.85	chinoisautodidacte	chinois	L2
post16227835	0.76	CarlosRapido	français - English (Can)	L1
post16219908	0.84	totor	Castellano rioplatense	L2
post16221331	0.75	totor	Castellano rioplatense	L2
post16227431	0.69	Logospreference-1	français	L1
post16219188	0.8	yerberi	Turkish	L2
post16224423	0.81	Roshanak	persan	L2
post16226592	0.8	gingischan	Hebrew	L2
post16225734	0.75	Logospreference-1	français	L1
post16223702	0.84	simenon	italien	L2
post16224875	0.79	simenon	italien	L2
post16221748	0.73	simenon	italien	L2
post16224563	0.66	nicduf	français	L1
post16223554	0.65	OLN	French - France,  ♀	L1
post16223149	0.79	bosquruguaya	Spanish - Uruguay	L2
post16221153	0.72	simenon	italien	L2
post16221727	0.7	simenon	italien	L2
post16222626	0.78	simenon	italien	L2
post16220103	0.77	simenon	italien	L2
post16215560	0.73	Terwexel	nederlands	L2
post16209348	0.78	gingischan	Hebrew	L2
post16188320	0.64	Logospreference-1	français	L1
post16215801	0.7	languag3	Arabic	L2
post16216667	0.72	JClaudeK	Français France;       Deutsch (SW-Dtl.)	L1
post16214485	0.65	Lly4n4	Français (France)	L1
post16213431	0.71	simenon	italien	L2
post16214661	0.73	iuytr	french	L1
post16214707	0.74	SergueiL	Français	L1
post16212366	0.63	Dellsy	chinese	L2
post16212475	0.66	Nanon	français (France)	L1
post16214429	0.87	simenon	italien	L2
post16211139	0.76	KennyHun	Hungarian	L2
post16211489	0.6	annie21	chinese	L2
post16209692	0.81	snarkhunter	French - France	L1
post16206318	0.68	nicduf	français	L1
post16206356	0.76	tilt	French French	L1
post16205102	0.78	simenon	italien	L2
post16205940	0.84	SergueiL	Français	L1
post16209600	0.78	nicduf	français	L1
post16209995	0.84	simenon	italien	L2
post16208779	0.53	D118	English - Canada	L2
post16193952	0.62	SergueiL	Français	L1
post16195011	0.8	Logospreference-1	français	L1
post16196825	0.75	Logospreference-1	français	L1
post16207992	0.8	simenon	italien	L2
post16208077	0.78	SergueiL	Français	L1
post16206887	0.73	Logospreference-1	français	L1
post16206412	0.72	gingischan	Hebrew	L2
post16205475	0.8	simenon	italien	L2
post16206209	0.79	samiraa	arabe- Algérie	L2
post16205448	0.74	Logospreference-1	français	L1
post16205859	0.79	veddie10	USA, English	L2
post16204448	0.72	KennyHun	Hungarian	L2
post16204740	0.76	Logospreference-1	français	L1
post16203395	0.67	Aptyp312	Russian	L2
post16201892	0.73	KennyHun	Hungarian	L2
post16203214	0.72	Logospreference-1	français	L1
post16203254	0.76	KennyHun	Hungarian	L2
post16198500	0.82	foxsocks	English-England	L2
post16199367	0.76	Logospreference-1	français	L1
post16198530	0.79	simenon	italien	L2
post16199670	0.7	nicduf	français	L1
post16198451	0.8	agatheand	italiano	L2
post16199531	0.76	Logospreference-1	français	L1
post16197214	0.76	gingischan	Hebrew	L2
post16197321	0.6	iuytr	french	L1
post16196941	0.78	simenon	italien	L2
post1224682	0.76	LV4-26	France French	L1
post1224846	0.73	Isotta	English, Hodgepodge	L2
post1224959	0.76	mickaël	French	L1
post6264311	0.66	LV4-26	France French	L1
post15612051	0.69	Lacuzon	French - France	L1
post16193303	0.66	hyppodie	French-paris	L1
post16193658	0.66	Logospreference-1	français	L1
post16195226	0.7	hyppodie	French-paris	L1
post16195316	0.55	Logospreference-1	français	L1
post816820	0.76	Johanne	French	L1
post819550	0.79	xav	France	L1
post16190093	0.77	simenon	italien	L2
post16193077	0.82	Logospreference-1	français	L1
post16178620	0.72	Logospreference-1	français	L1
post847214	0.65	zaby	French	L1
post847914	0.68	J.F. de TROYES	francais-France	L1
post850065	0.78	J.F. de TROYES	francais-France	L1
post850088	0.8	DearPrudence	French (lower Normandy)	L1
post1208326	0.75	mickaël	French	L1
post2048061	0.61	Anne345	France	L1
post5749079	0.5	Thomas1	polszczyzna warszawska	L2
post5750706	0.71	Jean Emile	French France	L1
post5755927	0.72	Xence	Algeria (Arabic - French)	L1
post5758636	0.72	tilt	French French	L1
post5969151	0.81	ufoseeker	France Français	L1
post12544182	0.73	lisathebest	French	L1
post12545241	0.75	Maître Capello	French – Switzerland	L1
post12546216	0.8	lisathebest	French	L1
post12550546	0.84	J.F. de TROYES	francais-France	L1
post12965396	0.87	Marfrance	chinois	L2
post12965530	0.54	Maître Capello	French – Switzerland	L1
post13780512	0.8	Marfrance	chinois	L2
post16151858	0.72	Logospreference-1	français	L1
post16180590	0.77	Logospreference-1	français	L1
post16190855	0.67	Logospreference-1	français	L1
post16188127	0.76	iuytr	french	L1
post16189715	0.79	OLN	French - France,  ♀	L1
post16184895	0.68	Logospreference-1	français	L1
post16188835	0.75	Logospreference-1	français	L1
post16188123	0.78	meliss	Ukrainian, Russian	L2
post16187825	0.76	simenon	italien	L2
post532014	0.74	esteban	Colombia Spanish	L2
post532020	0.8	xav	France	L1
post532574	0.83	timpeac	English (England)	L2
post533925	0.77	hald	France	L1
post534073	0.77	valerie	France, French & Spanish	L1
post539044	0.85	geve	France, French	L1
post1663696	0.81	CABEZOTA	french	L1
post1663806	0.83	delphine1	French - France	L1
post1776832	0.79	HecateTs	Français	L1
post4237707	0.82	Gévy	Français France	L1
post4238753	0.78	geostan	English Canada	L2
post4239018	0.73	itka	français	L1
post4529731	0.82	Punky Zoé	France - français	L1
post4530813	0.78	Deirdanna	France, French	L1
post9258906	0.83	maarten-martin	French - international	L1
post6344777	0.81	Fred_C	Français	L1
post6345255	0.74	Aoyama	français Clodoaldien	L1
post6345361	0.79	Nicomon	Français, Québec ♀	L1
post6346377	0.72	Fred_C	Français	L1
post6347002	0.75	Nicomon	Français, Québec ♀	L1
post16184595	0.73	Logospreference-1	français	L1
post16184877	0.73	Anikam	français - France	L1
post16184889	0.82	Anikam	français - France	L1
post16185174	0.77	Nicomon	Français, Québec ♀	L1
post16186179	0.84	Nicomon	Français, Québec ♀	L1
post16184056	0.74	Franz1	Austrian German	L2
post16147140	0.76	Monicaallred	Portuguese - Brazil	L2
post16183824	0.67	Logospreference-1	français	L1
post16183725	0.7	iuytr	french	L1
post16181634	0.77	simenon	italien	L2
post16180756	0.74	simenon	italien	L2
post16181080	0.77	SergueiL	Français	L1
post16179882	0.69	Logospreference-1	français	L1
post16180383	0.78	Logospreference-1	français	L1
post16178538	0.72	simenon	italien	L2
post16178149	0.8	simenon	italien	L2
post16175067	0.76	simenon	italien	L2
post16175091	0.74	simenon	italien	L2
post16175208	0.66	simenon	italien	L2
post16175290	0.51	snarkhunter	French - France	L1
post16175308	0.78	simenon	italien	L2
post16175365	0.76	Logospreference-1	français	L1
post16175460	0.8	Reynald	Français - France	L1
post16175666	0.77	simenon	italien	L2
post16175971	0.66	Logospreference-1	français	L1
post16176020	0.75	nicduf	français	L1
post16176104	0.74	simenon	italien	L2
post16176259	0.69	Maître Capello	French – Switzerland	L1
post16176831	0.77	SergueiL	Français	L1
post16172927	0.74	annie21	chinese	L2
post9506225	0.81	Nanon	français (France)	L1
post9506966	0.6	phosphore	Serbian	L2
post9507029	0.78	Nanon	français (France)	L1
post16173449	0.8	Nawaq	français (France)	L1
post16171322	0.65	Nawaq	français (France)	L1
post16170260	0.77	simenon	italien	L2
post16170796	0.8	simenon	italien	L2
post16170282	0.77	sh.s	Persian	L2
post16165655	0.8	simenon	italien	L2
post16167726	0.87	busanaise	Korean - Korea	L2
post16164220	0.83	simenon	italien	L2
post16165304	0.77	simenon	italien	L2
post16165500	0.45	Logospreference-1	français	L1
post16164184	0.78	simenon	italien	L2
post16164497	0.76	simenon	italien	L2
post16164537	0.77	Logospreference-1	français	L1
post16164575	0.77	simenon	italien	L2
post16164316	0.85	simenon	italien	L2
post16164372	0.74	nicduf	français	L1
post16164403	0.81	simenon	italien	L2
post16163329	0.71	OLN	French - France,  ♀	L1
post16163593	0.64	Logospreference-1	français	L1
post16163364	0.69	OLN	French - France,  ♀	L1
post3026797	0.62	nusuto	Español - España	L2
post3027542	0.76	itka	français	L1
post3028238	0.76	Barre-tendre	Canada	L2
post11798225	0.8	OLN	French - France,  ♀	L1
post11799497	0.78	OLN	French - France,  ♀	L1
post11799851	0.64	CapnPrep	AmE	L2
post12323308	0.76	Maître Capello	French – Switzerland	L1
post13671121	0.73	Logospreference-1	français	L1
post15734703	0.7	janpol	France - français	L1
post16161878	0.81	Logospreference-1	français	L1
post16163175	0.77	Logospreference-1	français	L1
post16162447	0.53	azz	armenian	L2
post12795805	0.75	chlorophylle	Mandarin Chinese	L2
post16159249	0.78	Jeki	Serbian	L2
post16157943	0.79	simenon	italien	L2
post16158544	0.72	simenon	italien	L2
post16158940	0.77	simenon	italien	L2
post16157949	0.79	simenon	italien	L2
post16157529	0.76	Logospreference-1	français	L1
post16157683	0.7	Nicomon	Français, Québec ♀	L1
post2041347	0.65	J.F. de TROYES	francais-France	L1
post2330497	0.69	Agnès E.	France, French	L1
post2331531	0.6	itka	français	L1
post2964890	0.81	Crescent	Russian, (Ukraine)	L2
post11698569	0.76	progamer	English	L2
post14956081	0.67	Roméo31	français - France	L1
post15390702	0.69	Roméo31	français - France	L1
post16126516	0.77	g21	Portuguese	L2
post16156183	0.62	Lly4n4	Français (France)	L1
post16154918	0.8	KennyHun	Hungarian	L2
post16154130	0.56	Logospreference-1	français	L1
post16155679	0.49	Logospreference-1	français	L1
post16153655	0.74	simenon	italien	L2
post16153614	0.83	simenon	italien	L2
post9522804	0.69	CABEZOTA	french	L1
post9525498	0.53	Fred_C	Français	L1
post9525910	0.78	CapnPrep	AmE	L2
post16147870	0.72	Logospreference-1	français	L1
post16148648	0.81	Logospreference-1	français	L1
post16114798	0.77	elisezhou	chinois	L2
post16114915	0.69	Logospreference-1	français	L1
post16117237	0.66	Logospreference-1	français	L1
post16117350	0.78	iuytr	french	L1
post16149382	0.76	simenon	italien	L2
post16151379	0.66	iuytr	french	L1
post16151555	0.77	simenon	italien	L2
post16150999	0.83	annie21	chinese	L2
post16151072	0.82	Kecha	French (France)	L1
post16150394	0.74	janpol	France - français	L1
post16149045	0.57	Logospreference-1	français	L1
post16148013	0.7	KennyHun	Hungarian	L2
post16145986	0.79	simenon	italien	L2
post16146843	0.69	Logospreference-1	français	L1
post16147383	0.77	simenon	italien	L2
post16145207	0.73	simenon	italien	L2
post16145811	0.73	simenon	italien	L2
post16144837	0.75	iuytr	french	L1
post16138921	0.71	iuytr	french	L1
post16140050	0.71	iuytr	french	L1
post16140464	0.56	JClaudeK	Français France;       Deutsch (SW-Dtl.)	L1
post16133294	0.62	OLN	French - France,  ♀	L1
post16144509	0.36	Logospreference-1	français	L1
post16141015	0.78	simenon	italien	L2
post16141958	0.81	simenon	italien	L2
post16142423	0.78	Kwistax	français - Belgique	L1
post16142470	0.74	simenon	italien	L2
